firmware,address,current_name,classification,prefix,indicators,suggested_name
cm848,0x0051c2b4,calculateWarmupProtectionLimit,unknown,cm848_,,cm848_calculateWarmupProtectionLimit
cm848,0x0051c2d0,calculateWarmupProtectionLimitB,unknown,cm848_,,cm848_calculateWarmupProtectionLimitB
cm848,0x0051c3d8,calculateWarmupProtectionLimitC,unknown,cm848_,,cm848_calculateWarmupProtectionLimitC
cm848,0x0051c534,calculateDeltaWarmupCompensation,unknown,cm848_,,cm848_calculateDeltaWarmupCompensation
cm848,0x0051c5dc,processWarmupTimerDecrement,unknown,cm848_,,cm848_processWarmupTimerDecrement
cm848,0x0051c6c0,updateWarmupProtectionMode,unknown,cm848_,,cm848_updateWarmupProtectionMode
cm848,0x0051c974,initWarmupStateAndTimers,unknown,cm848_,,cm848_initWarmupStateAndTimers
cm848,0x0051ca00,lookupParameterPointer,unknown,cm848_,,cm848_lookupParameterPointer
cm848,0x0051cad4,selectDataPointerByBitFlag,unknown,cm848_,,cm848_selectDataPointerByBitFlag
cm848,0x0051cb54,nullParameterHandler,unknown,cm848_,,cm848_nullParameterHandler
cm848,0x0051cd88,dispatchByJumpTable,unknown,cm848_,,cm848_dispatchByJumpTable
cm848,0x0051d190,addWithMask16,unknown,cm848_,,cm848_addWithMask16
cm848,0x0051d1a8,getCommandAddressFromMemory,unknown,cm848_,,cm848_getCommandAddressFromMemory
cm848,0x0051d1c8,getActiveQueueFlags,unknown,cm848_,,cm848_getActiveQueueFlags
cm848,0x0051d224,lookupParameterByCommandAndOffset,unknown,cm848_,,cm848_lookupParameterByCommandAndOffset
cm848,0x0051d2f8,executeStateTransitionMode,unknown,cm848_,,cm848_executeStateTransitionMode
cm848,0x0051d36c,dispatchByCommandCode,unknown,cm848_,,cm848_dispatchByCommandCode
cm848,0x0051d3fc,initCommandDispatchMode,unknown,cm848_,,cm848_initCommandDispatchMode
cm848,0x0051d42c,processProtectionTimerState,unknown,cm848_,,cm848_processProtectionTimerState
cm848,0x0051d458,processCommandQueueStep,mpc555,mpc555_,ram0030,mpc555_processCommandQueueStep
cm848,0x0051d58c,processCommandQueueStateMachine,mpc555,mpc555_,ram0030,mpc555_processCommandQueueStateMachine
cm848,0x0051d624,initCommandQueueState,unknown,cm848_,,cm848_initCommandQueueState
cm848,0x0051d644,resetModeState,mpc555,mpc555_,ram0030,mpc555_resetModeState
cm848,0x0051d69c,activateCommandQueueExecution,mpc555,mpc555_,ram0030,mpc555_activateCommandQueueExecution
cm848,0x0051d6f8,syncCfgValuesToEeprom,unknown,cm848_,,cm848_syncCfgValuesToEeprom
cm848,0x0051d70c,syncDiagnosticsTemperatureToEeprom,unknown,cm848_,,cm848_syncDiagnosticsTemperatureToEeprom
cm848,0x0051d7c0,initCommandDispatchExecution,unknown,cm848_,,cm848_initCommandDispatchExecution
cm848,0x0051d808,handleCommandDispatchMode,unknown,cm848_,,cm848_handleCommandDispatchMode
cm848,0x0051d810,handleCommandF5toF8,unknown,cm848_,,cm848_handleCommandF5toF8
cm848,0x0051d840,dispatchByOffsetTable,unknown,cm848_,,cm848_dispatchByOffsetTable
cm848,0x0051d86c,handleCommand253State,unknown,cm848_,,cm848_handleCommand253State
cm848,0x0051d8c8,wrapperProcessCommandQueue,unknown,cm848_,,cm848_wrapperProcessCommandQueue
cm848,0x0051d958,validateCommandState,unknown,cm848_,,cm848_validateCommandState
cm848,0x0051d9a0,emptyStateHandler,unknown,cm848_,,cm848_emptyStateHandler
cm848,0x0051d9c0,commandStateHandler1,unknown,cm848_,,cm848_commandStateHandler1
cm848,0x0051d9d4,commandStateHandler2,unknown,cm848_,,cm848_commandStateHandler2
cm848,0x0051d9dc,commandStateHandler3,unknown,cm848_,,cm848_commandStateHandler3
cm848,0x0051d9fc,commandStateHandler4,unknown,cm848_,,cm848_commandStateHandler4
cm848,0x0051da10,commandStateHandler5,unknown,cm848_,,cm848_commandStateHandler5
cm848,0x0051da24,commandStateHandler6,unknown,cm848_,,cm848_commandStateHandler6
cm848,0x0051da38,commandStateHandler7,unknown,cm848_,,cm848_commandStateHandler7
cm848,0x0051da4c,resetStateAndDispatch,unknown,cm848_,,cm848_resetStateAndDispatch
cm848,0x0051da58,initiateCommandDispatch,unknown,cm848_,,cm848_initiateCommandDispatch
cm848,0x0051da7c,executeQueuedCommand,unknown,cm848_,,cm848_executeQueuedCommand
cm848,0x0051da94,processParameterTableLookup,unknown,cm848_,,cm848_processParameterTableLookup
cm848,0x0051dad4,lookupAndDispatchCommand,unknown,cm848_,,cm848_lookupAndDispatchCommand
cm848,0x0051db0c,lookupCommandCodeFromTable,unknown,cm848_,,cm848_lookupCommandCodeFromTable
cm848,0x0051db98,clearFilterStateVariables,unknown,cm848_,,cm848_clearFilterStateVariables
cm848,0x0051dbc8,buildStatusFlags,unknown,cm848_,,cm848_buildStatusFlags
cm848,0x0051dc34,packFaultCountersToWords,unknown,cm848_,,cm848_packFaultCountersToWords
cm848,0x0051dcb0,dispatchByCommandState,unknown,cm848_,,cm848_dispatchByCommandState
cm848,0x0051df70,dispatchCommand245,unknown,cm848_,,cm848_dispatchCommand245
cm848,0x0051df9c,dispatchCommand250,unknown,cm848_,,cm848_dispatchCommand250
cm848,0x0051dfc8,dispatchCommand251,unknown,cm848_,,cm848_dispatchCommand251
cm848,0x0051dff4,dispatchCommand252,unknown,cm848_,,cm848_dispatchCommand252
cm848,0x0051e020,dispatchCommand253,unknown,cm848_,,cm848_dispatchCommand253
cm848,0x0051e04c,initEventTimerProcessingMode,unknown,cm848_,,cm848_initEventTimerProcessingMode
cm848,0x0051e07c,cancelEventTimer,unknown,cm848_,,cm848_cancelEventTimer
cm848,0x0051e100,cancelAllEventTimers,unknown,cm848_,,cm848_cancelAllEventTimers
cm848,0x0051e210,tickEventTimer,unknown,cm848_,,cm848_tickEventTimer
cm848,0x0051e2cc,processEventTimerTick,unknown,cm848_,,cm848_processEventTimerTick
cm848,0x0051e480,triggerDiagnosticEvent,unknown,cm848_,,cm848_triggerDiagnosticEvent
cm848,0x0051e500,processEventTimerState,unknown,cm848_,,cm848_processEventTimerState
cm848,0x0051eadc,initCommandExecutionMode,unknown,cm848_,,cm848_initCommandExecutionMode
cm848,0x0051eb0c,processCommandSwitch,unknown,cm848_,,cm848_processCommandSwitch
cm848,0x005200e4,processCommandResponseReset,unknown,cm848_,,cm848_processCommandResponseReset
cm848,0x00520208,decrementCountdownTimer,unknown,cm848_,,cm848_decrementCountdownTimer
cm848,0x00520240,initCommandSequence,unknown,cm848_,,cm848_initCommandSequence
cm848,0x00520270,resetStateCounters,unknown,cm848_,,cm848_resetStateCounters
cm848,0x005202b0,initializeCommandState,unknown,cm848_,,cm848_initializeCommandState
cm848,0x00520318,initProcessDiagnosticStatus,unknown,cm848_,,cm848_initProcessDiagnosticStatus
cm848,0x00520348,processDiagnosticStatusPackage,unknown,cm848_,,cm848_processDiagnosticStatusPackage
cm848,0x005206c4,initProcessResetCommand,unknown,cm848_,,cm848_initProcessResetCommand
cm848,0x00520700,processResetCommand,hpcr,hpcr_,cbd_,hpcr_processResetCommand
cm848,0x005212e0,initProcessEepromWrite,unknown,cm848_,,cm848_initProcessEepromWrite
cm848,0x0052131c,processEepromWriteCommand,unknown,cm848_,,cm848_processEepromWriteCommand
cm848,0x00521474,initCommandAndDispatch,unknown,cm848_,,cm848_initCommandAndDispatch
cm848,0x005214f4,initProcessParameterRead,unknown,cm848_,,cm848_initProcessParameterRead
cm848,0x00521530,processParameterReadCommand,unknown,cm848_,,cm848_processParameterReadCommand
cm848,0x0052164c,initWriteParameterByAddress,unknown,cm848_,,cm848_initWriteParameterByAddress
cm848,0x00521688,writeParameterByLookup,mpc555,mpc555_,ram003f,mpc555_writeParameterByLookup
cm848,0x005216cc,processParameterWriteCommand,unknown,cm848_,,cm848_processParameterWriteCommand
cm848,0x00521758,initReadDiagnosticValue,unknown,cm848_,,cm848_initReadDiagnosticValue
cm848,0x00521788,readDiagnosticValue,unknown,cm848_,,cm848_readDiagnosticValue
cm848,0x00521928,processEngineSpeedResponse,unknown,cm848_,,cm848_processEngineSpeedResponse
cm848,0x005219f0,initProcessChecksumValidation,unknown,cm848_,,cm848_initProcessChecksumValidation
cm848,0x00521a2c,decrementTimeout,unknown,cm848_,,cm848_decrementTimeout
cm848,0x00521a54,processChecksumValidation,unknown,cm848_,,cm848_processChecksumValidation
cm848,0x00521c30,initProcessSecurityCommand,unknown,cm848_,,cm848_initProcessSecurityCommand
cm848,0x00521c60,completeCommandExecution,unknown,cm848_,,cm848_completeCommandExecution
cm848,0x00521ca0,writeEepromWithRetry,unknown,cm848_,,cm848_writeEepromWithRetry
cm848,0x00521d44,processSecurityCommand,unknown,cm848_,,cm848_processSecurityCommand
cm848,0x00521e10,buildParameterValuePacket8,unknown,cm848_,,cm848_buildParameterValuePacket8
cm848,0x00521f00,buildParameterValuePacketAA,unknown,cm848_,,cm848_buildParameterValuePacketAA
cm848,0x00522018,initReadSensorChannelStatus,unknown,cm848_,,cm848_initReadSensorChannelStatus
cm848,0x00522054,lookupParameterTableEntry,unknown,cm848_,,cm848_lookupParameterTableEntry
cm848,0x00522074,lookupSensorParameterEntry,unknown,cm848_,,cm848_lookupSensorParameterEntry
cm848,0x0052209c,checkSensorActiveStatus,unknown,cm848_,,cm848_checkSensorActiveStatus
cm848,0x00522118,readSensorChannelStatus,unknown,cm848_,,cm848_readSensorChannelStatus
cm848,0x00522260,validateResponseChecksum,unknown,cm848_,,cm848_validateResponseChecksum
cm848,0x00522398,updateEngineRunningCounter,unknown,cm848_,,cm848_updateEngineRunningCounter
cm848,0x0052261c,updateSystemEnableFlag,unknown,cm848_,,cm848_updateSystemEnableFlag
cm848,0x0052269c,synchronizeEnableState,unknown,cm848_,,cm848_synchronizeEnableState
cm848,0x00522700,updateDiagnosticStateWithFlag,unknown,cm848_,,cm848_updateDiagnosticStateWithFlag
cm848,0x00522750,processOperatingStateTransition,unknown,cm848_,,cm848_processOperatingStateTransition
cm848,0x00522788,conditionalSyncEnableState,unknown,cm848_,,cm848_conditionalSyncEnableState
cm848,0x005227ac,evaluateOperatingStateConditions,unknown,cm848_,,cm848_evaluateOperatingStateConditions
cm848,0x005229c0,updateSystemEnableFlagConditional,unknown,cm848_,,cm848_updateSystemEnableFlagConditional
cm848,0x00522a04,clearEnableStateBit10,unknown,cm848_,,cm848_clearEnableStateBit10
cm848,0x00522b64,evaluateOperatingStateTransition,unknown,cm848_,,cm848_evaluateOperatingStateTransition
cm848,0x00522d34,updateEngineLoadDiagnostics,unknown,cm848_,,cm848_updateEngineLoadDiagnostics
cm848,0x00523068,updateProtectionErrorFiltered,unknown,cm848_,,cm848_updateProtectionErrorFiltered
cm848,0x005230f4,calculateProtectionCounterValue,unknown,cm848_,,cm848_calculateProtectionCounterValue
cm848,0x00523148,calculateEngineLoadProtection,unknown,cm848_,,cm848_calculateEngineLoadProtection
cm848,0x00523444,interpolateBoostPressureMap,unknown,cm848_,,cm848_interpolateBoostPressureMap
cm848,0x005234f8,updateEepromConfigBits,unknown,cm848_,,cm848_updateEepromConfigBits
cm848,0x00523688,toggleEepromDataSource,unknown,cm848_,,cm848_toggleEepromDataSource
cm848,0x00523748,clearTorqueProtectionState,unknown,cm848_,,cm848_clearTorqueProtectionState
cm848,0x00523750,initFuelCorrectionState,unknown,cm848_,,cm848_initFuelCorrectionState
cm848,0x00523760,initFuelCorrectionStateB,unknown,cm848_,,cm848_initFuelCorrectionStateB
cm848,0x00523790,lookupByteFromTable,unknown,cm848_,,cm848_lookupByteFromTable
cm848,0x00523798,lookupByteFromTableB,unknown,cm848_,,cm848_lookupByteFromTableB
cm848,0x005237b0,computeByteChecksum,unknown,cm848_,,cm848_computeByteChecksum
cm848,0x005237ec,computeAndStoreChecksum,unknown,cm848_,,cm848_computeAndStoreChecksum
cm848,0x00523858,computeProtectionFuelLimit,unknown,cm848_,,cm848_computeProtectionFuelLimit
cm848,0x00523884,generateChecksumWithSeed,unknown,cm848_,,cm848_generateChecksumWithSeed
cm848,0x00523924,initializeChecksumStorage,unknown,cm848_,,cm848_initializeChecksumStorage
cm848,0x00523a74,applyTorqueLimitProtection,unknown,cm848_,,cm848_applyTorqueLimitProtection
cm848,0x00523b4c,validateEepromDataIntegrity,mpc555,mpc555_,ram0030,mpc555_validateEepromDataIntegrity
cm848,0x00523b5c,processProtectionCounterToggle,mpc555,mpc555_,ram0030,mpc555_processProtectionCounterToggle
cm848,0x00523f4c,processIdleSpeedControl,unknown,cm848_,,cm848_processIdleSpeedControl
cm848,0x00523f60,processStateTransitionLogic,unknown,cm848_,,cm848_processStateTransitionLogic
cm848,0x00524180,calculateFuelInjectionTiming,unknown,cm848_,,cm848_calculateFuelInjectionTiming
cm848,0x005242f8,calculateTimingAdjustmentRegion,unknown,cm848_,,cm848_calculateTimingAdjustmentRegion
cm848,0x00524360,calculateProtectionAdjustment,unknown,cm848_,,cm848_calculateProtectionAdjustment
cm848,0x00524594,calculateProtectionAdjustmentB,unknown,cm848_,,cm848_calculateProtectionAdjustmentB
cm848,0x005246b0,updateProtectionLimitsB,unknown,cm848_,,cm848_updateProtectionLimitsB
cm848,0x005246d8,updateProtectionLimits,unknown,cm848_,,cm848_updateProtectionLimits
cm848,0x005246e0,updateProtectionLimitsC,unknown,cm848_,,cm848_updateProtectionLimitsC
cm848,0x00524858,calculateTimingPeriod,unknown,cm848_,,cm848_calculateTimingPeriod
cm848,0x00524920,interpolateTableWrapper,unknown,cm848_,,cm848_interpolateTableWrapper
cm848,0x005249bc,calculateScaledValue,unknown,cm848_,,cm848_calculateScaledValue
cm848,0x005249e0,updateFuelDemandCalculation,unknown,cm848_,,cm848_updateFuelDemandCalculation
cm848,0x00524cac,calculateTimingAdvanceRate,unknown,cm848_,,cm848_calculateTimingAdvanceRate
cm848,0x00524d20,calculateTimingCorrection,unknown,cm848_,,cm848_calculateTimingCorrection
cm848,0x00524dd0,initializeTimingState,unknown,cm848_,,cm848_initializeTimingState
cm848,0x00524df4,initializeTimingStateB,unknown,cm848_,,cm848_initializeTimingStateB
cm848,0x005250f0,updateInjectionTiming,mpc555,mpc555_,ram003f,mpc555_updateInjectionTiming
cm848,0x005251e4,updateInjectionTimingB,unknown,cm848_,,cm848_updateInjectionTimingB
cm848,0x00525504,updateInjectionTimingC,unknown,cm848_,,cm848_updateInjectionTimingC
cm848,0x00525a40,processGovernorSpeedLimit,unknown,cm848_,,cm848_processGovernorSpeedLimit
cm848,0x00525de4,processGovernorSpeedLimitB,unknown,cm848_,,cm848_processGovernorSpeedLimitB
cm848,0x00525e54,processGovernorSpeedLimitC,unknown,cm848_,,cm848_processGovernorSpeedLimitC
cm848,0x00526000,calculateEngineSpeedLimitTorque,unknown,cm848_,,cm848_calculateEngineSpeedLimitTorque
cm848,0x0052614c,evaluateSpeedDerateConditions,unknown,cm848_,,cm848_evaluateSpeedDerateConditions
cm848,0x005262e8,updateSpeedBandConditions,unknown,cm848_,,cm848_updateSpeedBandConditions
cm848,0x005263a8,updateSpeedBandConditionsB,unknown,cm848_,,cm848_updateSpeedBandConditionsB
cm848,0x005263e0,processSpeedWindowComparison,unknown,cm848_,,cm848_processSpeedWindowComparison
cm848,0x00526414,processSpeedWindowComparisonB,unknown,cm848_,,cm848_processSpeedWindowComparisonB
cm848,0x005264d4,processSpeedWindowComparisonC,unknown,cm848_,,cm848_processSpeedWindowComparisonC
cm848,0x00526510,setBoostDiagnosticFlag,unknown,cm848_,,cm848_setBoostDiagnosticFlag
cm848,0x00526560,processTurboBoostDataB,unknown,cm848_,,cm848_processTurboBoostDataB
cm848,0x005265ac,processTurboBoostData,unknown,cm848_,,cm848_processTurboBoostData
cm848,0x005266fc,processTurboBoostDiagnostic,unknown,cm848_,,cm848_processTurboBoostDiagnostic
cm848,0x005267b4,clearBoostDiagnosticFlag,unknown,cm848_,,cm848_clearBoostDiagnosticFlag
cm848,0x005267e0,clearTurboSensorFaultStatus,unknown,cm848_,,cm848_clearTurboSensorFaultStatus
cm848,0x005267f4,clearSensorBitmapOnRun,unknown,cm848_,,cm848_clearSensorBitmapOnRun
cm848,0x0052686c,updateEngineSpeedGainCalculation,unknown,cm848_,,cm848_updateEngineSpeedGainCalculation
cm848,0x005268d0,calculateTimingTrimOffset,mpc555,mpc555_,ram0030,mpc555_calculateTimingTrimOffset
cm848,0x005268e8,processTpuVoltageChannel,mpc555,mpc555_,ram0030,mpc555_processTpuVoltageChannel
cm848,0x00526c3c,processVariableTimingControl,mpc555,mpc555_,ram0030,mpc555_processVariableTimingControl
cm848,0x00526c80,clearHardwareRegisterBits,mpc555,mpc555_,ram0030,mpc555_clearHardwareRegisterBits
cm848,0x00526cb8,initHardwareRegisterSet2,mpc555,mpc555_,ram0030,mpc555_initHardwareRegisterSet2
cm848,0x00526f08,updatehpcr_CbdDiagnosticState,hpcr,hpcr_,cbd_+hpcr,hpcr_updatehpcr_CbdDiagnosticState
cm848,0x00527050,updatehpcr_CbdDiagnosticStateB,hpcr,hpcr_,cbd_+hpcr,hpcr_updatehpcr_CbdDiagnosticStateB
cm848,0x00527524,accumulateTimingOffset,unknown,cm848_,,cm848_accumulateTimingOffset
cm848,0x005275c4,evaluateTimingModifiers,unknown,cm848_,,cm848_evaluateTimingModifiers
cm848,0x00527860,signedDivision64Wrapper,unknown,cm848_,,cm848_signedDivision64Wrapper
cm848,0x005278ac,interpolateCbdTable4Point,unknown,cm848_,,cm848_interpolateCbdTable4Point
cm848,0x00527958,interpolateWithIndexWrapper,unknown,cm848_,,cm848_interpolateWithIndexWrapper
cm848,0x0052796c,interpolateConditionalByMode,unknown,cm848_,,cm848_interpolateConditionalByMode
cm848,0x005279d8,interpolateConditionalByMode2,unknown,cm848_,,cm848_interpolateConditionalByMode2
cm848,0x00527c90,interpolatehpcr_CbdTable,hpcr,hpcr_,cbd_+hpcr,hpcr_interpolatehpcr_CbdTable
cm848,0x00527fbc,updateVehicleSpeedFilter,hpcr,hpcr_,cbd_+hpcr,hpcr_updateVehicleSpeedFilter
cm848,0x0052801c,hpcr_initAndProcessCbdState,hpcr,hpcr_,hpcr,hpcr_initAndProcessCbdState
cm848,0x005280f4,calculatehpcr_CbdAngleOffset,hpcr,hpcr_,cbd_+hpcr,hpcr_calculatehpcr_CbdAngleOffset
cm848,0x00528368,applyhpcr_CbdCylinderTiming,hpcr,hpcr_,cbd_+hpcr,hpcr_applyhpcr_CbdCylinderTiming
cm848,0x00528474,initRamVariable48,mpc555,mpc555_,ram0030,mpc555_initRamVariable48
cm848,0x00528564,systemHalt,hpcr,hpcr_,cbd_,hpcr_systemHalt
cm848,0x005285c0,setUpLookupTableAndInterpolate,mpc555,mpc555_,ram0030,mpc555_setUpLookupTableAndInterpolate
cm848,0x0052877c,processThrottlePosition,hpcr,hpcr_,cbd_,hpcr_processThrottlePosition
cm848,0x005289d4,initHardwareRegisters,mpc555,mpc555_,ram0030,mpc555_initHardwareRegisters
cm848,0x00528b90,initThrottleDiagnosticState,unknown,cm848_,,cm848_initThrottleDiagnosticState
cm848,0x00528c28,calculateLoadBasedFuelTrim,unknown,cm848_,,cm848_calculateLoadBasedFuelTrim
cm848,0x00528e70,computehpcr_CbdAngleCorrection,hpcr,hpcr_,cbd_+hpcr,hpcr_computehpcr_CbdAngleCorrection
cm848,0x0052903c,hpcr_adjustCbdAngleForProtection,hpcr,hpcr_,cbd_+hpcr,hpcr_adjustCbdAngleForProtection
cm848,0x00529068,hpcr_adjustCbdAngleParams,hpcr,hpcr_,hpcr,hpcr_adjustCbdAngleParams
cm848,0x0052922c,updateTemperatureSensorFilter,hpcr,hpcr_,cbd_+hpcr,hpcr_updateTemperatureSensorFilter
cm848,0x00529580,processhpcr_CbdStateMachine,hpcr,hpcr_,cbd_+hpcr,hpcr_processhpcr_CbdStateMachine
cm848,0x00529908,computehpcr_CbdProtectionAngle,hpcr,hpcr_,cbd_+hpcr,hpcr_computehpcr_CbdProtectionAngle
cm848,0x00529994,initializePressureParams,mpc555,mpc555_,ram0030,mpc555_initializePressureParams
cm848,0x00529b44,processRailPressureControl,hpcr,hpcr_,railpressure+cbd_+rail_pressure,hpcr_processRailPressureControl
cm848,0x00529d1c,interpolateConditional4Point,unknown,cm848_,,cm848_interpolateConditional4Point
cm848,0x00529ea4,interpolate7PointTable,unknown,cm848_,,cm848_interpolate7PointTable
cm848,0x00529f58,interpolateDiagnosticTable4Point,unknown,cm848_,,cm848_interpolateDiagnosticTable4Point
cm848,0x0052a598,evaluatePressureLimitConditions,unknown,cm848_,,cm848_evaluatePressureLimitConditions
cm848,0x0052a910,interpolate4PointTable,unknown,cm848_,,cm848_interpolate4PointTable
cm848,0x0052b2e8,interpolateFuelMapBySpeed,unknown,cm848_,,cm848_interpolateFuelMapBySpeed
